rom_path,crc,header_mapper,header_submapper,mapper,submapper,mapper_source,has_autorun,is_valid,parse_error
0/ZZZ_UNK_FC3025G.nes,68822149,0,,0,,header,0,1,
0/ZZZ_UNK_FC3033pacman_multi.nes,1C794822,0,,0,,header,0,1,
0/ZZZ_UNK_FC3036.nes,F5946FDF,0,,0,,header,0,1,
0/ZZZ_UNK_FC3037.nes,A2F7F4FF,0,,0,,header,0,1,
0/ZZZ_UNK_FC3041.nes,5D74D60D,0,,0,,header,0,1,
0/ZZZ_UNK_FC3042.nes,00521037,0,,0,,header,0,1,
0/ZZZ_UNK_FC3043A.nes,1BB09337,0,,0,,header,0,1,
0/ZZZ_UNK_FC3044.nes,7C08D2B9,0,,0,,header,0,1,
0/ZZZ_UNK_FC3045.nes,6D733773,0,,0,,header,0,1,
0/ZZZ_UNK_FC4007elysion.nes,40297613,0,,0,,header,0,1,
0/ZZZ_UNK_FC4042.nes,A3940AAA,0,,0,,header,0,1,
0/ZZZ_UNK_FC4068.nes,8ADF677A,0,,0,,header,0,1,
0/ZZZ_UNK_FC4096.nes,0094750C,0,,0,,header,0,1,
0/ZZZ_UNK_FC4098A.nes,6A94A860,0,,0,,header,0,1,
0/ZZZ_UNK_FC4251.nes,69587E49,0,,0,,header,0,1,
0/ZZZ_UNK_FC4252.nes,AC9F950C,0,,0,,header,0,1,
0/ZZZ_UNK_FC4253.nes,CA13846C,0,,0,,header,0,1,
0/ZZZ_UNK_FC4254.nes,B810F84D,0,,0,,header,0,1,
0/ZZZ_UNK_FC6001.nes,AF3C1651,0,,0,,header,0,1,
0/ZZZ_UNK_FC6002.nes,6139C925,0,,0,,header,0,1,
0/ZZZ_UNK_FC6003.nes,7B30CD38,0,,0,,header,0,1,
0/ZZZ_UNK_FC6019M.nes,7DF808B8,0,,0,,header,0,1,
0/ZZZ_UNK_FC6021M.nes,35D03D92,0,,0,,header,0,1,
0/ZZZ_UNK_FC6023X.nes,6A2A4E63,0,,0,,header,0,1,
0/ZZZ_UNK_FC6024X.nes,F13C1365,0,,0,,header,0,1,
0/ZZZ_UNK_FC8007.nes,7A36CAD2,0,,0,,header,0,1,
0/ZZZ_UNK_Galaxian (Bad CHR).nes,36FE058D,0,,0,,header,0,1,
0/ZZZ_UNK_Gomoku Narabe (Bad CHR 8eab0582).nes,8EAB0582,0,,0,,header,0,1,
0/ZZZ_UNK_Jajamaru.nes,C727F48E,0,,0,,header,0,1,
0/ZZZ_UNK_Mario Zelda (SMB1 Hack) (Bad CHR 80f85bb1).nes,80F85BB1,0,,0,,header,0,1,
0/ZZZ_UNK_Mortal Kombat Bros (SMB1 Hack) (UNL) (40976).nes,5AB3A4E4,0,,0,,header,0,1,
0/ZZZ_UNK_kamikaze.nes,417903D6,0,,0,,header,0,1,
0/ZZZ_UNK_kamikaze2.nes,645AFD72,0,,0,,header,0,1,
0/ZZZ_UNK_kamikaze3.nes,DE98EBF4,0,,0,,header,0,1,
0/ZZZ_UNK_smario.nes,4840FBCD,0,,0,,header,0,1,
0/ZZZ_UNK_smm.nes,C9829E07,0,,0,,header,0,1,
0/ZZZ_UNK_w256 (40976).nes,313C70D9,0,,0,,header,0,1,
0/ZZZ_UNK_wr6 (49168).nes,6EEE1495,0,,0,,header,0,1,
0/Zelda Simulator (PD) [a1].nes,28AF2F7B,0,,0,,header,0,1,
0/Zelda Simulator (PD).nes,D8B4A6C9,0,,0,,header,0,1,
0/Zero Pong (PD).nes,716BF092,0,,0,,header,0,1,
0/Zhong Guo Xiang Qi (As) [p2].nes,E3158E17,0,,0,,header,0,1,
0/Zippy Race (J) [p1].nes,64A0E121,0,,0,0,rom_db_override,0,1,
0/iNES Demo (PD).nes,329C0349,0,,0,0,rom_db_override,0,1,
1/24-in-1 (Menu).nes,1708FFF4,1,,1,,header,0,1,
1/5/Airwolf (E).nes,4D345422,1,,1,5,rom_db_override,0,1,
1/5/Airwolf (U).nes,489EF6A2,1,,1,5,rom_db_override,0,1,
1/5/Anticipation (U).nes,99A9F57E,1,,1,5,rom_db_override,0,1,
1/5/Boulder Dash (E) [!].nes,E5FCC4C1,1,,1,5,rom_db_override,0,1,
1/5/Dr Blario (Dr Mario Hack).nes,1FE4E64A,65,,1,5,rom_db_override,0,1,
1/5/Dr Fred (Dr Mario Hack).nes,4A4B8F1F,65,,1,5,rom_db_override,0,1,
1/5/Dr Manson (Dr Mario Hack).nes,B03087A2,65,,1,5,rom_db_override,0,1,
1/5/Dr Mario (E).nes,9735D267,1,,1,5,rom_db_override,0,1,
1/5/Dr Mario (JU) [h1].nes,6197EC16,1,,1,5,rom_db_override,0,1,
1/5/Dr Mario (JU) [t1].nes,198C2F41,1,,1,5,rom_db_override,0,1,
1/5/Dr Mario (JU).nes,198C2F41,1,,1,5,rom_db_override,0,1,
1/5/Dr Mario (PC10).nes,198C2F41,1,,1,5,rom_db_override,0,1,
1/5/Dr Mario Crystal Clear (Dr Mario Hack).nes,5250C15F,65,,1,5,rom_db_override,0,1,
1/5/Family Feud (U).nes,51BEE3EA,1,,1,5,rom_db_override,0,1,
1/5/Palamedes (J) [t1].nes,C6B5D7E0,1,,1,5,rom_db_override,0,1,
1/5/Palamedes (U).nes,6BB6A0CE,1,,1,5,rom_db_override,0,1,
1/5/Pill Head (Dr Mario Hack).nes,EA026E48,1,,1,5,rom_db_override,0,1,
1/5/RC Pro-Am (E) (PRG 1).nes,46931EA0,1,,1,5,rom_db_override,0,1,
1/5/RC Pro-Am (PC10).nes,AAED295C,1,,1,5,rom_db_override,0,1,
1/5/RC Pro-Am (U) (PRG 1).nes,AAED295C,1,,1,5,rom_db_override,0,1,
1/5/Sesame Street 123 (U).nes,339437F6,1,,1,5,rom_db_override,0,1,
1/5/Sesame Street ABC (U).nes,EC0FC2DE,1,,1,5,rom_db_override,0,1,
1/5/Snake Rattle'n Roll (E).nes,3824F7A5,1,,1,5,rom_db_override,0,1,
1/5/Taboo - The Sixth Sense (U).nes,40ED2A9D,1,,1,5,rom_db_override,0,1,
1/5/Tetris (U) [!].nes,1394F57E,1,,1,5,rom_db_override,0,1,
1/72-in-1 (Menu) [p1].nes,A2EBC5A7,1,,1,,header,0,1,
1/720 (U).nes,49F745E0,1,,1,0,rom_db_override,0,1,
1/AD&D Heroes of the Lance (U).nes,B17574F3,1,,1,0,rom_db_override,0,1,
1/AD&D Hillsfar (U) [!].nes,5DE61639,1,,1,0,rom_db_override,0,1,
1/Abadox (U).nes,B134D713,1,,1,0,rom_db_override,0,1,
1/Action in New York (E).nes,3AC0830A,1,,1,0,rom_db_override,0,1,
"1/Addams Family - Pugsley's Scavenger Hunt, The (U).nes",063E5653,1,,1,0,rom_db_override,0,1,
"1/Addams Family, The (U).nes",65518EAE,1,,1,0,rom_db_override,0,1,
1/Adventures in the Magic Kingdom (E) [!].nes,6B761858,1,,1,0,rom_db_override,0,1,
1/Adventures in the Magic Kingdom (U).nes,5DBD6099,65,,1,0,rom_db_override,0,1,
"1/Adventures of Bayou Billy, The (E).nes",BC9BFFCB,1,,1,0,rom_db_override,0,1,
"1/Adventures of Bayou Billy, The (U).nes",67751094,1,,1,0,rom_db_override,0,1,
1/Adventures of Lolo (U) [!].nes,1E1FBD63,1,,1,,header,0,1,
1/Adventures of Lolo 3 (U).nes,8DD92725,1,,1,0,rom_db_override,0,1,
"1/Adventures of Rad Gravity, The (E).nes",A31142FF,1,,1,0,rom_db_override,0,1,
"1/Adventures of Rad Gravity, The (U).nes",D8EE7669,1,,1,0,rom_db_override,0,1,
1/Adventures of Tom Sawyer (U).nes,6E85D8DD,1,,1,0,rom_db_override,0,1,
1/Air Fortress (U).nes,35C41CD4,1,,1,0,rom_db_override,0,1,
1/Al Unser Jr Turbo Racing (U).nes,5BC9D7A1,1,,1,0,rom_db_override,0,1,
1/All-Pro Basketball (U).nes,934DB14A,1,,1,0,rom_db_override,0,1,
1/American Gladiators (U).nes,1973AEA8,1,,1,0,rom_db_override,0,1,
1/Anti-Hippie Dr Mario (Dr Mario Hack).nes,F66A19C7,1,,1,,header,0,1,
1/Aoki Ookami to Shiroki Mejika - Genghis Khan (J) [h1].nes,067BD24C,1,,1,,header,0,1,
1/Attack of the Killer Tomatoes (U).nes,7C6F615F,1,,1,0,rom_db_override,0,1,
1/Aussie Rules Footy (E) [!].nes,D630EE8F,1,,1,0,rom_db_override,0,1,
1/Back to the Future 2 & 3 (U).nes,37BA3261,1,,1,0,rom_db_override,0,1,
1/Bad News Baseball (U).nes,40DAFCBA,65,,1,0,rom_db_override,0,1,
1/Bad Street Brawler (U).nes,1AE7B933,1,,1,0,rom_db_override,0,1,
1/Barbie (U) (Rev 3).nes,18B249E5,1,,1,0,rom_db_override,0,1,
1/Barbie (U) (Rev X).nes,5B6CA654,1,,1,0,rom_db_override,0,1,
"1/Bard's Tale - Tales of the Unknown, The (U) [!].nes",9B821A83,1,,1,0,rom_db_override,0,1,
"1/Bard's Tale - Tales of the Unknown, The (U) [h1].nes",FD17E704,1,,1,,header,0,1,
1/Barker Bill's Trick Shooting (U).nes,4318A2F8,1,,1,0,rom_db_override,0,1,
1/Baseball Simulator 1.000 (U).nes,1F6EA423,1,,1,0,rom_db_override,0,1,
1/Baseball Stars (U).nes,40D159B6,1,,1,0,rom_db_override,0,1,
1/Bases Loaded (U).nes,DAEE19F2,1,,1,0,rom_db_override,0,1,
1/Bases Loaded 2 (U).nes,B9CF171F,1,,1,0,rom_db_override,0,1,
1/Basterd Master (Blaster Master Hack).nes,625DA1B3,1,,1,0,rom_db_override,0,1,
1/Battle Chess (U).nes,2C2DDFB4,65,,1,0,rom_db_override,0,1,
"1/Battle of Olympus, The (E).nes",A97567A4,1,,1,0,rom_db_override,0,1,
"1/Battle of Olympus, The (U).nes",6B53006A,65,,1,0,rom_db_override,0,1,
1/Big Bird's Hide and Speak (U).nes,FDE1C7ED,1,,1,0,rom_db_override,0,1,
1/Bigfoot (U).nes,F6FA4453,1,,1,,header,0,1,
1/Bill & Ted's Excellent Video Game Adventure (U).nes,C4B6ED3C,1,,1,0,rom_db_override,0,1,
1/Bionic Commando (E).nes,FA7EE642,1,,1,0,rom_db_override,0,1,
1/Bionic Commando (U).nes,D2574720,1,,1,0,rom_db_override,0,1,
1/Bionic Commando 99 (Hack).nes,6D10930F,1,,1,0,rom_db_override,0,1,
1/Blaster Master (E).nes,8106E694,1,,1,0,rom_db_override,0,1,
1/Blaster Master (U) (Prototype).nes,B683A856,1,,1,0,rom_db_override,0,1,
1/Blaster Master (U).nes,3F0FD764,65,,1,0,rom_db_override,0,1,
1/Bomberman 2 (U).nes,1EBB5B42,1,,1,0,rom_db_override,0,1,
1/Bomberman Collection (U) [p1].nes,D8C49881,1,,1,,header,0,1,
1/Boulder Dash (U).nes,0364C3EC,1,,1,,header,0,1,
"1/Boy and His Blob - Trouble on Blobolonia, A (E).nes",8ECBC577,1,,1,0,rom_db_override,0,1,
"1/Boy and His Blob - Trouble on Blobolonia, A (U).nes",4D1AC58C,1,,1,0,rom_db_override,0,1,
1/Break Time (U).nes,5F0BCE2A,1,,1,0,rom_db_override,0,1,
1/Breakthru (U).nes,A5E8D2CD,1,,1,0,rom_db_override,0,1,
1/Bubble Bobble (E).nes,C99B690A,1,,1,0,rom_db_override,0,1,
1/Bubble Bobble (Hack).nes,02FBDEC4,1,,1,,header,0,1,
1/Bubble Bobble (U) [T-Span0.99].nes,6720321B,1,,1,,header,0,1,
1/Bubble Bobble (U).nes,5E900522,1,,1,0,rom_db_override,0,1,
1/Bubble Bobble (USA).nes,5E900522,1,,1,0,rom_db_override,1,1,
1/Bubble Bobble Shitmongers (Hack) [a1].nes,A89F7349,1,,1,,header,0,1,
1/Bubble Bobble Shitmongers (Hack).nes,2A84BBFD,1,,1,,header,0,1,
"1/Bugs Bunny Crazy Castle, The (U).nes",E50A9130,1,,1,0,rom_db_override,0,1,
1/Bugs Bunny Fun House (Prototype) (U).nes,AE97627C,1,,1,0,rom_db_override,0,1,
1/Burris Warrior (Dragon Warrior Hack).nes,55F4C66B,1,,1,,header,0,1,
1/Buzzcut Commando (Hack).nes,FDCB16B1,1,,1,,header,0,1,
1/Caffeine Bros (SMB1 Hack).nes,E149E07E,1,,1,,header,0,1,
1/Captain Tsubasa (J) [T-Eng].nes,CC8407BA,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (E) [T-Swed1.0_ATLAS].nes,77C6714E,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (E) [T-Swed1.0_MH].nes,1A5601A0,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (E).nes,D6F7383E,1,,1,0,rom_db_override,0,1,
1/Castlevania 2 - Simon's Quest (U) [T-Port].nes,468C5DFB,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (U) [T-Swed1.0].nes,F04E2A59,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (U) [T-Swed1.0_MH].nes,BA9831CE,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (U) [h1].nes,D782BD93,1,,1,,header,0,1,
1/Castlevania 2 - Simon's Quest (U).nes,C471E42D,1,,1,0,rom_db_override,0,1,
1/Castlevania 2 - Vengence of Hell (Hack).nes,BFADCA20,1,,1,0,rom_db_override,0,1,
1/Castlevania 2 - Vengence on Hell (Hack).nes,E0727E4B,1,,1,0,rom_db_override,0,1,
1/Championship Rally (A) [!].nes,C076D66F,1,,1,0,rom_db_override,0,1,
1/Chaos World (J) [T-Eng0.06a].nes,00FE4298,1,,1,,header,0,1,
1/Chaos World (J) [T-Eng0.98].nes,67005694,1,,1,,header,0,1,
"1/Chessmaster, The (U).nes",D7F6320C,1,,1,0,rom_db_override,0,1,
1/Chip 'n Dale Rescue Rangers (E).nes,84F7FC31,1,,1,0,rom_db_override,0,1,
1/Chip 'n Dale Rescue Rangers (PC10) [!].nes,FA14597E,1,,1,,header,0,1,
1/Chip 'n Dale Rescue Rangers (U) [!].nes,8BF29CB6,1,,1,0,rom_db_override,0,1,
1/Chip 'n Dale Rescue Rangers (U) [T-Port].nes,B70954CD,1,,1,,header,0,1,
1/Chip 'n Dale Rescue Rangers (U) [T-Swed].nes,0F814F75,1,,1,,header,0,1,
1/Chip 'n Dale Rescue Rangers 2 (U).nes,FC5783A7,1,,1,0,rom_db_override,0,1,
1/Chocobo DW V0.3 (Dragon Warrior Hack).nes,59D3AF71,1,,1,,header,0,1,
1/Choujin Sentai - Jetman (J) [T-Eng].nes,418B1090,1,,1,0,rom_db_override,0,1,
1/Chuka Taisen (J) [T-Eng].nes,C8337611,1,,1,0,rom_db_override,0,1,
1/Circus Caper (U).nes,D152FB02,65,,1,0,rom_db_override,0,1,
1/Clash At Demonhead (U) [a1].nes,86B9B068,1,,1,,header,0,1,
1/Clash At Demonhead (U).nes,82AFA828,1,,1,0,rom_db_override,0,1,
1/Cobra Command (U).nes,2D75C7A9,65,,1,0,rom_db_override,0,1,
1/Cocoron (J) [T-Eng1.0].nes,81293104,1,,1,0,rom_db_override,0,1,
1/Colour Bars MMC1 (PD).nes,DBA45C7A,1,,1,,header,0,1,
1/Conflict (U) [!].nes,32CF4307,1,,1,0,rom_db_override,0,1,
1/Cool World (U).nes,D73AA04C,1,,1,0,rom_db_override,0,1,
1/Corvette ZR-1 Challenge (E) [!].nes,14255C57,1,,1,0,rom_db_override,0,1,
1/Cosmic Wars (J) [T-Eng0.993].nes,2046D812,1,,1,,header,0,1,
1/Cosmo Police - Galivan (J) [T-Eng].nes,16F6BC65,1,,1,0,rom_db_override,0,1,
1/Dai Senryaku (J) [T-Eng1.0].nes,E784989E,1,,1,0,rom_db_override,0,1,
1/Dance Aerobics (U).nes,9E382EBF,1,,1,0,rom_db_override,0,1,
1/Darkman (U).nes,398B8182,1,,1,0,rom_db_override,0,1,
1/Darkwing Duck (E).nes,66F6A39E,1,,1,0,rom_db_override,0,1,
1/Darkwing Duck (U) (Prototype).nes,8DB43824,1,,1,0,rom_db_override,0,1,
1/Darkwing Duck (U) [T-German0.99].nes,29B2D8D8,1,,1,,header,0,1,
1/Darkwing Duck (U) [T-Port].nes,0768ABEA,1,,1,,header,0,1,
1/Darkwing Duck (U).nes,5DCE2EEA,1,,1,0,rom_db_override,0,1,
1/Datsugoku (CTC Pirate) (J) [p1][!].nes,D2CCBACF,1,,1,,header,0,1,
1/Dave Warrior (Dragon Warrior Hack).nes,F056D0C3,1,,1,,header,0,1,
1/Day Dreamin' Davey (U).nes,E145B441,1,,1,0,rom_db_override,0,1,
1/Death Dodge Ball (Super Dodge Ball Hack).nes,A81B9443,1,,1,,header,0,1,
1/Deep Dungeon 3 - Yuushi heno Tabi (J) [T-Eng].nes,DA4B8EB9,1,,1,,header,0,1,
1/Deep Dungeon 4 - Kuro no Youjutsushi (J) [T-Eng1.0].nes,4EDC5E95,1,,1,,header,0,1,
1/Defender of the Crown (E).nes,68F9B5F5,1,,1,0,rom_db_override,0,1,
1/Defender of the Crown (U).nes,28FB71AE,1,,1,0,rom_db_override,0,1,
1/Desert Commander (U).nes,68EC97CB,1,,1,0,rom_db_override,0,1,
1/Destiny of an Emperor (U).nes,A558FB52,1,,1,0,rom_db_override,0,1,
1/Dezaemon (J) [T-Eng1.1].nes,70636601,1,,1,0,rom_db_override,0,1,
1/Dezaemon (J) [T-Eng1.1][a1].nes,4FF1B09A,1,,1,,header,0,1,
1/Dezaemon (J) [T-Eng1.1][a2].nes,D0DC6B7A,1,,1,,header,0,1,
1/Dezaemon (J) [T-Eng_Lago].nes,2052D38E,1,,1,,header,0,1,
1/Die Hard (U).nes,085DE7C9,1,,1,0,rom_db_override,0,1,
1/Doraemon - The Revenge of Giga Zombie (J) [T-Eng1.0].nes,CC6AD67B,1,,1,0,rom_db_override,0,1,
1/Double Dragon (E).nes,A1A0C13F,1,,1,0,rom_db_override,0,1,
1/Double Dragon (Nude Hack).nes,FCB8B0DE,1,,1,,header,0,1,
1/Double Dragon (PC10).nes,1E66861F,1,,1,,header,0,1,
1/Double Dragon (U) [h1].nes,17FFFAB3,1,,1,,header,0,1,
1/Double Dragon (U).nes,0F1CC048,1,,1,0,rom_db_override,0,1,
1/Double Dragon - RCR Edition V0.5a (Hack).nes,C68178E1,1,,1,,header,0,1,
1/Double Dragon 4 [p1].nes,12B57E82,1,,1,0,rom_db_override,0,1,
1/Dr Hatio V1.0 (Dr Mario Hack).nes,C58532DA,1,,1,,header,0,1,
1/Dr Jekyll and Mr Hyde (U).nes,4D3FBA78,1,,1,0,rom_db_override,0,1,
1/Dr Mario (JU) [a1].nes,6D3CAD6E,1,,1,,header,0,1,
1/Dr Mario (JU) [a2].nes,1C275BD2,1,,1,,header,0,1,
1/Dr Mario (PC10) [a1].nes,539EF686,1,,1,,header,0,1,
1/Dr Mario (VS).nes,2B85420E,1,,1,0,rom_db_override,0,1,
1/Drac's Night Out (Prototype) (U) [!].nes,4232C609,1,,1,0,rom_db_override,0,1,
1/Dragon Destiny V0.12 (Destiny of an Emperor Hack).nes,A1550137,1,,1,,header,0,1,
1/Dragon Fighter (U).nes,A166548F,65,,1,0,rom_db_override,0,1,
1/Dragon Pervert (New) (Dragon Warrior Hack).nes,F970DC12,1,,1,,header,0,1,
1/Dragon Pervert (Old) (Dragon Warrior Hack).nes,D6419E1E,1,,1,,header,0,1,
1/Dragon Warrior (CRTJ) (U) [h1].nes,023A2D57,1,,1,,header,0,1,
1/Dragon Warrior (EDS) (U) [h1].nes,CEDC1B62,1,,1,,header,0,1,
1/Dragon Warrior (U) (PRG 0) [h1].nes,B6AFC77F,1,,1,,header,0,1,
1/Dragon Warrior (U) (PRG 0) [h2].nes,C00C2BFD,1,,1,,header,0,1,
1/Dragon Warrior (U) (PRG 0).nes,3B3F88F0,1,,1,0,rom_db_override,0,1,
1/Dragon Warrior (U) (PRG 1).nes,2545214C,1,,1,0,rom_db_override,0,1,
1/Dragon Warrior (U) [T-Port1.1].nes,EC1EBE01,1,,1,,header,0,1,
1/Dragon Warrior 2 (U).nes,8C5A784E,1,,1,0,rom_db_override,0,1,
1/Dragon Warrior 3 (U) [T-Port1.1].nes,9549652C,1,,1,,header,0,1,
1/Dragon Warrior 3 (U).nes,A86A5318,1,,1,0,rom_db_override,0,1,
1/Dragon Warrior 3 Special Ed. V0.5 (U) [h1].nes,39EEEE89,1,,1,,header,0,1,
1/Dragon Warrior 4 (U).nes,506E259D,1,,1,0,rom_db_override,0,1,
1/Dragon Warrior Enhanced (Hack).nes,B6AFC77F,1,,1,,header,0,1,
1/Dragon Warrior Special Ed. V1.3 (Hack).nes,1BB09390,1,,1,,header,0,1,
1/Dragon Warrior Trip (Dragon Warrior Hack) [a1].nes,87D140A0,1,,1,,header,0,1,
1/Dragon Warrior Trip (Dragon Warrior Hack).nes,966F484D,1,,1,,header,0,1,
1/Dragoon X (Dragon Warrior Hack) [a1].nes,BB795284,1,,1,,header,0,1,
1/Dragoon X (Dragon Warrior Hack).nes,F86A2FBF,1,,1,,header,0,1,
1/Dragoon X Omega V0.91 (Dragon Warrior Hack).nes,149134DF,1,,1,,header,0,1,
1/Dragoon X Omega V0.98 (Dragon Warrior Hack).nes,26D8FD71,1,,1,,header,0,1,
1/Dragoon X Omega Vx.xx (Dragon Warrior Hack).nes,AF632CA5,1,,1,,header,0,1,
1/Dungeon Magic - Sword of the Elements (U).nes,23C3FB2D,1,,1,0,rom_db_override,0,1,
1/Dusty Diamond's All-Star Softball (U).nes,38B590E4,65,,1,0,rom_db_override,0,1,
1/Dynablaster (E).nes,34BB757B,1,,1,0,rom_db_override,0,1,
1/Dynowarz - Destruction of Spondylus (U).nes,BDE93999,1,,1,0,rom_db_override,0,1,
1/EDS Zelda (Hack).nes,42512014,1,,1,,header,0,1,
1/Eliminator Boat Duel (U).nes,059E0CDF,1,,1,0,rom_db_override,0,1,
1/Elite (E).nes,A4BDCC1D,1,,1,0,rom_db_override,0,1,
1/Elite (PD).nes,BC7485B5,1,,1,0,rom_db_override,0,1,
1/Ernie & The Muppets Take It All Off (Sesame Street ABC Hack).nes,D05CEA69,1,,1,,header,0,1,
1/Esper Zelda Latin (Hack).nes,4A20F40C,1,,1,,header,0,1,
1/Esperanto Zelda (Zelda Hack) [a1].nes,2FA389B2,1,,1,,header,0,1,
1/Esperanto Zelda (Zelda Hack).nes,2FA389B2,1,,1,,header,0,1,
1/Evanoid (Metroid Hack).nes,6DB582F6,1,,1,,header,0,1,
1/Evert & Lendl Top Player's Tennis (U).nes,F99E37EB,1,,1,0,rom_db_override,0,1,
1/Evil Dead (Zelda 2 Hack).nes,5EEA106C,1,,1,0,rom_db_override,0,1,
1/Excitebike Mario (Hack).nes,51ADE72C,1,,1,,header,0,1,
1/Fall of the Moon v1.0 (Zelda Hack).nes,F4649E87,1,,1,,header,0,1,
1/Fantasy of Darkness (FF1 Hack).nes,EACBA02E,1,,1,,header,0,1,
1/Faria (U).nes,45F03D2E,1,,1,0,rom_db_override,0,1,
1/Faxanadu (E) [T-German1.2_GTrans].nes,3AE2B0C1,1,,1,,header,0,1,
1/Faxanadu (E) [T-Germanx.x].nes,443546CA,1,,1,,header,0,1,
1/Faxanadu (E).nes,76C161E3,1,,1,0,rom_db_override,0,1,
1/Faxanadu (U) [T-French].nes,44EFC63D,1,,1,,header,0,1,
1/Faxanadu (U) [T-Port].nes,A8038203,1,,1,,header,0,1,
1/Faxanadu (U).nes,57DD23D1,1,,1,0,rom_db_override,0,1,
1/Ferrari - Grand Prix Challenge (U) [!].nes,CE77B4BE,1,,1,0,rom_db_override,0,1,
1/Ferrari - Grand Prix Challenge (U) [p1][!].nes,1EEB3A4E,1,,1,,header,0,1,
1/Fester's Quest (PC10).nes,B6BF5137,1,,1,0,rom_db_override,0,1,
1/Fester's Quest (U) (Prototype).nes,F471827D,1,,1,0,rom_db_override,0,1,
1/Fester's Quest (U) [h1].nes,3523214B,1,,1,,header,0,1,
1/Fester's Quest (U).nes,B6BF5137,1,,1,0,rom_db_override,0,1,
1/Final Fantasy (J) (V1.3 Char Hack).nes,8A635CF5,1,,1,,header,0,1,
1/Final Fantasy (U) [T-French2.1].nes,EB841623,1,,1,,header,0,1,
1/Final Fantasy (U) [T-French].nes,6BCE50C8,1,,1,,header,0,1,
1/Final Fantasy (U) [T-Port].nes,AFB52A66,1,,1,,header,0,1,
1/Final Fantasy (U) [T-Span1.0].nes,9FA3F6BB,1,,1,,header,0,1,
1/Final Fantasy (U) [T-Span2.0].nes,C3E64829,1,,1,,header,0,1,
1/Final Fantasy (U) [a1].nes,B8B88130,1,,1,,header,0,1,
1/Final Fantasy (U) [h1].nes,083C9CB1,1,,1,,header,0,1,
1/Final Fantasy (U) [h2].nes,B2472CE8,1,,1,,header,0,1,
1/Final Fantasy (U) [h3].nes,E59B627C,1,,1,,header,0,1,
1/Final Fantasy (U) [h4].nes,172F5E6C,1,,1,,header,0,1,
1/Final Fantasy (U).nes,CEBD2A31,1,,1,0,rom_db_override,0,1,
1/Final Fantasy 2 (J) [T-Eng1.02].nes,A5A19AF5,1,,1,,header,0,1,
1/Final Fantasy 2 (J) [T-Eng1.03].nes,0F4FF4A0,1,,1,,header,0,1,
1/Final Fantasy 2 (J) [T-Eng1.0].nes,B41BBADF,1,,1,,header,0,1,
1/Final Fantasy 7 (FF1 Hack).nes,D9BF6614,1,,1,,header,0,1,
1/Final Fantasy Amazon (Hack).nes,F8001AA2,1,,1,,header,0,1,
1/Final Fantasy Another Story (Hack).nes,3DDBAE4E,1,,1,,header,0,1,
1/Final Fantasy Christmas (Hack).nes,4DF814BA,1,,1,,header,0,1,
1/Final Fantasy Dark Cecil (Hack).nes,E0AE2B75,1,,1,,header,0,1,
1/Final Fantasy Epica (V1.7) (FF1 Hack).nes,38715578,1,,1,,header,0,1,
1/Final Fantasy Epica (V1.9a) (FF1 Hack).nes,CB6229FC,1,,1,,header,0,1,
1/Final Fantasy Forever (Hack) [a1].nes,C8B2B741,1,,1,,header,0,1,
1/Final Fantasy Forever (Hack).nes,E0AE2B75,1,,1,,header,0,1,
1/Final Fantasy Funny (FF1 Hack).nes,B73D0B97,1,,1,,header,0,1,
1/Final Fantasy Remix (Hack) [a1].nes,C8914F09,1,,1,,header,0,1,
1/Final Fantasy Remix (Hack).nes,EA17BD05,1,,1,,header,0,1,
1/Final Fantasy Special Edition (FF1 Hack).nes,01CEE21D,1,,1,,header,0,1,
1/Final Fantasy XR (Hack).nes,B8B88130,1,,1,,header,0,1,
1/Final Fantasy Z (FF1 Hack).nes,32B961C8,1,,1,,header,0,1,
1/Final Fantasy by Phin (Hack).nes,EA57B631,1,,1,,header,0,1,
"1/First New Quest, The (V6-23) (Zelda Hack).nes",6CC50407,1,,1,,header,0,1,
1/Flying Warriors (U).nes,10180072,1,,1,0,rom_db_override,0,1,
1/Formula One Built To Win (U) [!].nes,5A8B4DA8,1,,1,0,rom_db_override,0,1,
1/Four Players Tennis (E) [!].nes,48B8EE58,1,,1,0,rom_db_override,0,1,
1/Frankenstein - The Monster Returns (U).nes,E943EC4D,65,,1,0,rom_db_override,0,1,
1/Freedom Force (U) [!].nes,3E58A87E,1,,1,0,rom_db_override,0,1,
1/Ganon's Revenge v1.0 (Zelda Hack).nes,D359E02E,1,,1,,header,0,1,
1/Ganon's Revenge v1.1 (Zelda Hack) [a1].nes,A8A71C8A,1,,1,,header,0,1,
1/Ganon's Revenge v1.1 (Zelda Hack).nes,93368B81,1,,1,,header,0,1,
1/Ganon's Revenge vx.x (Zelda Hack).nes,FC4A4B2C,1,,1,,header,0,1,
1/Genghis Khan (U).nes,2225C20F,1,,1,0,rom_db_override,0,1,
1/Ghostbusters 2 (U).nes,2AE97660,1,,1,0,rom_db_override,0,1,
