rom_path,crc,header_mapper,header_submapper,mapper,submapper,mapper_source,has_autorun,is_valid,parse_error
"2/2/Guardian Legend, The (U).nes",FA43146B,2,,2,2,rom_db_override,0,1,
2/2/Gun Smoke (E).nes,B79C320D,2,,2,2,rom_db_override,0,1,
2/2/Gun Smoke (U) [p1].nes,6E9E5890,2,,2,2,rom_db_override,0,1,
2/2/Gun Smoke (U).nes,A8784932,2,,2,2,rom_db_override,0,1,
2/2/Hello Kitty World (J) [T-Eng1.0].nes,E214B790,2,,2,2,rom_db_override,0,1,
2/2/Hero Quest (U) (Prototype) [!].nes,A3BF2ADA,2,,2,2,rom_db_override,0,1,
2/2/Hi no Tori - Houou Hen - Gaou no Bouken (J) [p1].nes,4C7FDD56,2,,2,2,rom_db_override,0,1,
2/2/Hokuto no Ken 2 - Seikimatsu Kyuuseishu Densetsu (J) [p1].nes,B0D6590F,2,,2,2,rom_db_override,0,1,
2/2/Ikari (J) [p1].nes,24826927,2,,2,2,rom_db_override,0,1,
2/2/Ikari Warriors (E).nes,538218B2,2,,2,2,rom_db_override,0,1,
2/2/Ikari Warriors (U) (PRG 0).nes,655EFEED,2,,2,2,rom_db_override,0,1,
2/2/Ikari Warriors (U) (PRG 1) [!].nes,2D273AA4,2,,2,2,rom_db_override,0,1,
2/2/Indiana Jones and the Last Crusade (UBI Soft) (U).nes,2EA8CC16,2,,2,2,rom_db_override,0,1,
2/2/Jack Nicklaus' Greatest 18 Holes of Champ. Golf (E).nes,836FE2C2,2,,2,2,rom_db_override,0,1,
2/2/Jack Nicklaus' Greatest 18 Holes of Champ. Golf (U).nes,C313EF54,2,,2,2,rom_db_override,0,1,
2/2/Jackal (U) [a1].nes,AB58D65A,2,,2,2,rom_db_override,0,1,
2/2/Jackal (U).nes,1D5B03A5,66,,2,2,rom_db_override,0,1,
2/2/Jimmy Connor's Tennis (E).nes,B80192B7,2,,2,2,rom_db_override,0,1,
2/2/Jimmy Connor's Tennis (U).nes,00E95D86,2,,2,2,rom_db_override,0,1,
2/2/Jordan Vs Bird - One On One (U).nes,303D4371,2,,2,2,rom_db_override,0,1,
2/2/Kick Off (E).nes,D161888B,2,,2,2,rom_db_override,0,1,
2/2/Kid Kool (U).nes,AA6BB985,66,,2,2,rom_db_override,0,1,
2/2/Klash Ball (U).nes,F4DFDB14,2,,2,2,rom_db_override,0,1,
2/2/Konami Hyper Soccer (E).nes,D7B35F7D,2,,2,2,rom_db_override,0,1,
2/2/Labyrinth (J) [p1].nes,3DC64CC0,2,,2,2,rom_db_override,0,1,
2/2/Law of the West (J) [p1].nes,A7D227EF,2,,2,2,rom_db_override,0,1,
2/2/Layla (J) [p1].nes,562D3A94,2,,2,2,rom_db_override,0,1,
2/2/Legendary Wings (U).nes,A2194CAD,66,,2,2,rom_db_override,0,1,
2/2/Lifeforce (E) [!].nes,7002FE8D,2,,2,2,rom_db_override,0,1,
2/2/Lifeforce (U).nes,C4BC85A2,2,,2,2,rom_db_override,0,1,
"2/2/Little Mermaid, The (U).nes",3BE244EF,66,,2,2,rom_db_override,0,1,
2/2/Loopz (U).nes,FD8D6C75,66,,2,2,rom_db_override,0,1,
2/2/Magic Block [p1].nes,823AFD95,2,,2,2,rom_db_override,0,1,
2/2/Makaimura (J) [p1].nes,80796845,2,,2,2,rom_db_override,0,1,
2/2/Marvel's X-Men (U).nes,2D41EF92,2,,2,2,rom_db_override,0,1,
2/2/Mega Girl (Hack).nes,3EFA7E44,66,,2,2,rom_db_override,0,1,
2/2/Mega Man (E) [!].nes,94476A70,2,,2,2,rom_db_override,0,1,
2/2/Mega Man (U).nes,6EE4BB0A,66,,2,2,rom_db_override,0,1,
2/2/Mega Man in Icarus World (Hack).nes,7655D26B,66,,2,2,rom_db_override,0,1,
2/2/Metal Gear (E) [!].nes,84C4A12E,2,,2,2,rom_db_override,0,1,
2/2/NFL Football (U).nes,35B6FEBF,66,,2,2,rom_db_override,0,1,
2/2/Nekketsu Kouha - Kunio Kun (J) [p1].nes,3877CE9E,2,,2,2,rom_db_override,0,1,
2/2/Ninja Kun - Ashura no Shou (J) [T-Eng].nes,8C46A487,2,,2,2,rom_db_override,0,1,
2/2/Paperboy 2 (U).nes,3A0965B1,2,,2,2,rom_db_override,0,1,
2/2/Prince of Persia (U).nes,70CE3771,2,,2,2,rom_db_override,0,1,
2/2/Pro Wrestling (U).nes,E6F08E93,2,,2,2,rom_db_override,0,1,
2/2/Probotector (E).nes,B13F00D4,2,,2,2,rom_db_override,0,1,
2/2/Puss 'n Boots - Pero's Great Adventure (U).nes,6E0EB43E,2,,2,2,rom_db_override,0,1,
2/2/Puyo Puyo (J) [T-Eng1.0].nes,238F2146,2,,2,2,rom_db_override,0,1,
2/2/Rainbow Islands - The Story of Bubble Bobble 2 (J) [p1][a1].nes,19A7F794,2,,2,2,rom_db_override,0,1,
2/2/Rainbow Islands - The Story of Bubble Bobble 2 (U).nes,9EA1DC76,2,,2,2,rom_db_override,0,1,
2/2/Rally Bike (U).nes,E1C41D7C,2,,2,2,rom_db_override,0,1,
2/2/Rambo (U).nes,A342A5FD,2,,2,2,rom_db_override,0,1,
2/2/Renegade (U).nes,A0568E1D,2,,2,2,rom_db_override,0,1,
2/2/Robo Warrior (U).nes,810B7AB9,2,,2,2,rom_db_override,0,1,
2/2/RockMan Zero by MB Hacks (Hack).nes,FEADE8CB,66,,2,2,rom_db_override,0,1,
2/2/Rod Land (E) [!].nes,22AB9694,2,,2,2,rom_db_override,0,1,
2/2/Rush'n Attack (E).nes,E0AC6242,2,,2,2,rom_db_override,0,1,
2/2/Rush'n Attack (U).nes,DE25B90F,66,,2,2,rom_db_override,0,1,
2/2/Rygar (E) [!].nes,8F197B0A,2,,2,2,rom_db_override,0,1,
2/2/Rygar (U).nes,B3783F2A,2,,2,2,rom_db_override,0,1,
2/2/Section Z (U).nes,0FEC90D2,2,,2,2,rom_db_override,0,1,
2/2/Shanghai 2 (J) [p1].nes,C0FB91AC,2,,2,2,rom_db_override,0,1,
2/2/Shufflepuck Cafe (J) [T-Eng1.0].nes,A3D25DA6,2,,2,2,rom_db_override,0,1,
2/2/Side Pocket (U).nes,DC4DA5D4,66,,2,2,rom_db_override,0,1,
2/2/Silent Service (E).nes,FA014BA1,2,,2,2,rom_db_override,0,1,
2/2/Silent Service (U) [a1].nes,5E767671,2,,2,2,rom_db_override,0,1,
2/2/Silent Service (U).nes,B843EB84,2,,2,2,rom_db_override,0,1,
2/2/Skate or Die! (E) [!].nes,66EBDB64,2,,2,2,rom_db_override,0,1,
2/2/Skate or Die! (U) [a1].nes,B4C09A4D,2,,2,2,rom_db_override,0,1,
2/2/Skate or Die! (U).nes,423ADA8E,66,,2,2,rom_db_override,0,1,
"2/2/Smurfs, The (E) [!].nes",4022C94E,2,,2,2,rom_db_override,0,1,
2/2/Star Trek - The Next Generation (U).nes,E575687C,2,,2,2,rom_db_override,0,1,
2/2/Starship Hector (U).nes,9F432594,2,,2,2,rom_db_override,0,1,
2/2/Stinger (U).nes,C5B0B1AB,2,,2,2,rom_db_override,0,1,
2/2/Super Cars (U).nes,419461D0,2,,2,2,rom_db_override,0,1,
2/2/Super Glove Ball (U).nes,EFCF375D,2,,2,2,rom_db_override,0,1,
2/2/Super Pitfall (J) [p1].nes,9960A919,2,,2,2,rom_db_override,0,1,
2/2/Super Pitfall (U).nes,979C5314,2,,2,2,rom_db_override,0,1,
2/2/Super Star Force (J) [p1].nes,7D48D1EB,2,,2,2,rom_db_override,0,1,
2/2/Swords and Serpents (E) [!].nes,D153CAF6,2,,2,2,rom_db_override,0,1,
2/2/Swords and Serpents (U) [a1].nes,3417EC46,2,,2,2,rom_db_override,0,1,
2/2/Swords and Serpents (U).nes,3417EC46,2,,2,2,rom_db_override,0,1,
2/2/Tatakai no Banka (Trojan) (J) [h1].nes,60E563F1,2,,2,2,rom_db_override,0,1,
2/2/Tatakai no Banka (Trojan) (J) [p1].nes,3DE9BB55,2,,2,2,rom_db_override,0,1,
2/2/Terra Cresta (J) [p1].nes,D4C7F0C3,2,,2,2,rom_db_override,0,1,
2/2/Thundercade (U).nes,AFB46DD6,2,,2,2,rom_db_override,0,1,
2/2/Times of Lore (U).nes,0F86FEB4,2,,2,2,rom_db_override,0,1,
2/2/Top Gun (E) [!].nes,D78BFB28,2,,2,2,rom_db_override,0,1,
2/2/Top Gun (U).nes,4E22368D,2,,2,2,rom_db_override,0,1,
2/2/Top Gun (VS).nes,8C0C2DF5,2,,2,2,rom_db_override,0,1,
2/2/Total Recall (U).nes,248566A7,2,,2,2,rom_db_override,0,1,
2/2/Trog (U).nes,EE6892EB,2,,2,2,rom_db_override,0,1,
2/2/Trojan (E).nes,4F48B240,2,,2,2,rom_db_override,0,1,
2/2/Trojan (U).nes,FC3E5C86,2,,2,2,rom_db_override,0,1,
2/2/Tsuri Kichi Sanpei - Blue Marlin Hen (J) [p1].nes,A16AB939,2,,2,2,rom_db_override,0,1,
2/2/Twin Eagle (U).nes,CF26A149,2,,2,2,rom_db_override,0,1,
2/2/Twin Eagle - Revenge Joe's Brother (J) [p1].nes,A88D8E19,2,,2,2,rom_db_override,0,1,
2/2/VS Castlevania (VS).nes,FFBEF374,2,,2,2,rom_db_override,0,1,
2/2/WWF Wrestlemania Challenge (U).nes,A0230D75,2,,2,2,rom_db_override,0,1,
2/2/Wall Street Kid (U) [a1].nes,B6661BDA,2,,2,2,rom_db_override,0,1,
2/2/Wall Street Kid (U) [a2].nes,B6661BDA,2,,2,2,rom_db_override,0,1,
2/2/Wall Street Kid (U).nes,B6661BDA,2,,2,2,rom_db_override,0,1,
2/2/Wayne Gretzky Hockey (U).nes,15F0D3F1,2,,2,2,rom_db_override,0,1,
2/2/Winter Games (U).nes,969EF9E4,2,,2,2,rom_db_override,0,1,
2/2/Wrestlemania Challenge (E) [!].nes,138862C5,2,,2,2,rom_db_override,0,1,
2/2/Zanac (U).nes,E292AA10,2,,2,2,rom_db_override,0,1,
2/Amagon (U) [a1].nes,4B03D0C9,2,,2,,header,0,1,
2/Amagon (U) [a2].nes,9885DB04,2,,2,,header,0,1,
2/Athena (U) [a1].nes,EEBC4FB9,2,,2,,header,0,1,
2/Attack Animal Gakuen (J) [h1].nes,F765E8F8,2,,2,,header,0,1,
2/Blades of Steel - S.Amer. Championship (Blades of Steel Hack).nes,1DF60100,2,,2,,header,0,1,
2/Bman! (Rockman Hack).nes,DCD94843,2,,2,,header,0,1,
2/Cadillac (J) [hM02].nes,D34A15D9,2,,2,,header,0,1,
2/CardCaptor (Athena Hack).nes,9DC4E2C3,2,,2,,header,0,1,
2/Castlevania (PC10).nes,CD6549EA,2,,2,,header,0,1,
2/Castlevania (U) (PRG 1) [T-Port].nes,680DDB9A,2,,2,,header,0,1,
2/Castlevania (USA) (Rev 1).nes,B668C7FC,2,,2,2,rom_db_override,1,1,
2/Contra (PC10).nes,9152CE50,2,,2,,header,0,1,
2/Contra (U) [T-Port].nes,95C816B7,2,,2,,header,0,1,
2/Contra (U) [T-Port][a1].nes,2A61EFB8,2,,2,,header,0,1,
2/Double Dribble (PC10).nes,A0A6E860,2,,2,,header,0,1,
2/Double Dribble (U) (PRG 0) [p1].nes,5BC3F47D,2,,2,,header,0,1,
2/Dragon Quest 2 (J) [h1].nes,C994D8D0,2,,2,,header,0,1,
2/Dragon Quest 34 (Hack).nes,21F563C0,2,,2,,header,0,1,
2/Dragon Unit (J) [p1].nes,7132CAF3,2,,2,,header,0,1,
2/Duck Tales (U) [T-French].nes,E1565D91,2,,2,,header,0,1,
2/Duck Tales (U) [T-Port1.0].nes,F7B2CBFE,2,,2,,header,0,1,
2/Duck Tales (U) [T-Port].nes,80DB5CB5,2,,2,,header,0,1,
2/Duck Tales (U) [T-Swed].nes,49FF44B4,2,,2,,header,0,1,
"2/Fantastic Adventures of Dizzy, The (1993 Version) (U).nes",58609357,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [T-Eng3-7-97].nes,2C6DF3CE,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [T-Eng3-7-97][a1].nes,F2E06D04,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [T-Eng3-7-97][a3].nes,94F56658,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [T-Eng_Partial2].nes,AA65F915,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [T-French].nes,6CD3F48C,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.02].nes,9B38D9E8,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.02][a1].nes,C93A9E46,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.02][a2].nes,E9D83062,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.02][a3].nes,9DA0A8A1,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.03].nes,31D6B7BD,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.03][a1].nes,28A92D0A,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.03][a2].nes,374EC6F4,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.03][a3].nes,033A2E54,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.0].nes,8A82F9C2,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.0][a1].nes,8C1A888B,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Eng1.0][a2].nes,30382AAC,2,,2,,header,0,1,
2/Final Fantasy 2 (J) [hM02][T-Port].nes,FE8248A7,2,,2,,header,0,1,
2/Final Fantasy 2 Special Edition v1.02 (Hack).nes,EFBF3E31,2,,2,,header,0,1,
2/Final Fantasy 99 (Hack).nes,44544B8A,2,,2,,header,0,1,
2/Gekitotsu Yonku Battle (J) [t1].nes,5D853F02,2,,2,,header,0,1,
"2/Goonies 2, The (U) [a1].nes",C49EDF67,2,,2,,header,0,1,
"2/Guardian Legend, The (U) [T-Span1.0].nes",FFB53B1C,2,,2,,header,0,1,
2/Gum Smoke - The Parody (Gun Smoke Hack).nes,A81B2B15,2,,2,,header,0,1,
2/Gun Smoke (U) [T-Swed1.0].nes,EFB15C03,2,,2,,header,0,1,
2/Gun Smoke (U) [T-Swed_Partial].nes,73807F0F,2,,2,,header,0,1,
2/Gun Smoke (U) [h1].nes,01E57DEB,2,,2,,header,0,1,
2/Hello Kitty World (J) [T-Eng1.0][a1].nes,8D86B58E,2,,2,,header,0,1,
2/Ide Yousuke Meijin no Jissen Maajong (J) [p1][hFFE].nes,3BCEBB61,2,,2,,header,0,1,
2/Jesus - Kyoufu no Bio Monster (J) [hM02].nes,32979126,2,,2,,header,0,1,
2/Labyrinth (J) [h1].nes,51E362DC,2,,2,,header,0,1,
2/Lifeforce (U) [p1].nes,7E26C7D0,2,,2,,header,0,1,
2/Majou Densetsu 2 - Daimashikyou Galious (J) [T-Eng0.10].nes,1F15A173,2,,2,,header,0,1,
2/Majou Densetsu 2 - Daimashikyou Galious (J) [T-Eng0.30b].nes,089D915E,2,,2,,header,0,1,
2/Majou Densetsu 2 - Daimashikyou Galious (J) [T-Eng0.31b].nes,DF16890A,2,,2,,header,0,1,
2/Marvel's X-Men (U) [a1].nes,4A9F735C,2,,2,,header,0,1,
2/Master Fighter 2.nes,6E149729,2,,2,,header,0,1,
2/Mega Man (U) [T-German0.90].nes,A669FD89,2,,2,,header,0,1,
2/Mega Man (U) [h1].nes,3483F9F0,2,,2,,header,0,1,
2/Metal Gear (U) [T-French].nes,2C855778,2,,2,,header,0,1,
2/Metal Gear (U) [T-Swed1.01b].nes,8EC09329,2,,2,,header,0,1,
2/Metal Gear (U).nes,C55A3393,2,,2,,header,0,1,
2/Mezase Pachi Pro - Pachio Kun (J) [hM02].nes,7778ABA8,2,,2,,header,0,1,
2/Micro Machines (U).nes,6B523BD7,2,,2,,header,0,1,
2/Mizushima Shinji no Dai Koushien (J) [p1][t1][hM02].nes,2DFFCA66,2,,2,,header,0,1,
"2/Naked Little Mermaid, The (Little Mermaid Hack).nes",876B80BD,2,,2,,header,0,1,
2/Nekketsu Kouha - Kunio Kun (J) [T-Eng0.95].nes,FC00C4CF,2,,2,,header,0,1,
2/Olympus no Tatakai (J) [hM02].nes,185633D5,2,,2,,header,0,1,
2/Prince of Persia (U) [a1].nes,E48C9F15,2,,2,,header,0,1,
2/Prince of Persia (U) [a2].nes,FCC603B2,2,,2,,header,0,1,
2/Pro Wrestling (PC10).nes,CD00249B,2,,2,,header,0,1,
2/Pro Yakyuu Satsujin Jiken! (J) [hM02].nes,CDCA4513,2,,2,,header,0,1,
2/Quattro Adventure (Aladdin) (U).nes,6C040686,2,,2,,header,0,1,
2/Rainbow Islands - The Story of Bubble Bobble 2 (J) [p1].nes,0F5410E3,2,,2,,header,0,1,
2/Rush'n Attack (PC10).nes,72D81DAA,2,,2,,header,0,1,
2/Rygar (PC10).nes,BE898565,2,,2,,header,0,1,
2/Seanbaby (Mega Man Hack).nes,C6DD0E09,2,,2,,header,0,1,
2/Shanghai 2 (J) [h1].nes,E62A531B,2,,2,,header,0,1,
2/Terra Cresta (U).nes,EFD51F04,2,,2,,header,0,1,
2/Thundercade (U) [p1].nes,DD7C8785,2,,2,,header,0,1,
2/Trojan (PC10).nes,B40457D5,2,,2,,header,0,1,
2/Trojan (U) [T-Span].nes,420EE62E,2,,2,,header,0,1,
2/Trojan (U) [a1].nes,16CB639A,2,,2,,header,0,1,
2/Who's Cuter (PD) [a1].nes,D7FB2A44,2,,2,,header,0,1,
2/Who's Cuter (PD).nes,E06C8CAF,2,,2,,header,0,1,
2/ZZZ_UNK_Ballblazer (J)a.nes,A98FD470,2,,2,,header,0,1,
2/ZZZ_UNK_Castle of Dragon (U).nes,42D1C50E,2,,2,,header,0,1,
2/ZZZ_UNK_Duck Tales 1 (U).nes,54DD2473,2,,2,,header,0,1,
2/ZZZ_UNK_FC2085.nes,8FAAEF86,2,,2,,header,0,1,
2/ZZZ_UNK_FC2090new!.nes,32533C2F,2,,2,,header,0,1,
2/ZZZ_UNK_FC4019zombie hunter j.nes,581E0C83,2,,2,,header,0,1,
2/ZZZ_UNK_Goonies 2 - Fratelli Saigo no Chousen (Bad CHR).nes,BCC3A7CA,2,,2,,header,0,1,
2/ZZZ_UNK_Ninja Kun - Ashura no Shou (Bad CHR ).nes,D1802752,2,,2,,header,0,1,
2/ZZZ_UNK_Super Star Force (Bad CHR 2c5731c7).nes,2C5731C7,2,,2,,header,0,1,
206/1/Super Sky Kid (VS).nes,21A653C7,4,,206,1,rom_db_override,0,1,
206/Atari RBI Baseball (VS).nes,E45485A5,151,,206,0,rom_db_override,0,1,
206/Family Boxing (J) [t1].nes,5B4C6146,4,,206,0,rom_db_override,0,1,
206/Family Mahjong 2 - Shanghai Heno Michi (J) [t1].nes,DD29FD59,4,,206,0,rom_db_override,0,1,
206/Fantasy Zone (U).nes,0FFDE258,4,,206,0,rom_db_override,0,1,
206/Freedom Force (VS).nes,832CF592,4,,206,0,rom_db_override,0,1,
206/Gauntlet (Unl) (U).nes,CD50A092,68,,206,0,rom_db_override,0,1,
206/Hi-Game 1999 - Rayban the Third [p1][!].nes,AD66557F,4,,206,0,rom_db_override,0,1,
206/Indiana Jones and the Temple of Doom (Tengen) (U).nes,139EB5B5,4,,206,0,rom_db_override,0,1,
206/Pacmania (U).nes,E73E7260,4,,206,0,rom_db_override,0,1,
"206/Quest of Ki, The (J) [t1].nes",E1526228,4,,206,0,rom_db_override,0,1,
206/RBI Baseball (U).nes,3C5C81D4,4,,206,0,rom_db_override,0,1,
206/RBI Baseball (Unl) (U).nes,2E326A1D,4,,206,0,rom_db_override,0,1,
206/RBI Baseball 2 (U).nes,96DFC776,4,,206,0,rom_db_override,0,1,
206/Ring King (U).nes,5BB62688,4,,206,0,rom_db_override,0,1,
206/Super Xevious (VS).nes,12012CD9,2,,206,0,rom_db_override,0,1,
206/Toobin (U).nes,5800BE2D,4,,206,0,rom_db_override,0,1,
206/VS TKO Boxing (VS) [!].nes,52C501D0,151,,206,0,rom_db_override,0,1,
206/Vindicators (U).nes,A8F5C2AB,4,,206,0,rom_db_override,0,1,
206/Wagan Land (J) [T-Eng100%].nes,4833A958,4,,206,0,rom_db_override,0,1,
206/Wagan Land (J) [T-Eng_Partial].nes,4833A958,4,,206,0,rom_db_override,0,1,
209/Shin Samurai Spirits 2 - Haoumaru Jigoku Hen.nes,DD4D9A62,90,,209,0,rom_db_override,0,1,
21/Wai Wai World 2 - SOS!! Paseri Jou (J) [T-Eng_100%].nes,D9D46A1B,21,,21,,header,1,1,
210/2/Splatter House - Wanpaku Graffiti (J) [T-Eng2.0].nes,D0C50F17,19,,210,2,rom_db_override,0,1,
22/TwinBee 3 - Poko Poko Dai Maou (J) [T-Eng1.02].nes,BDF1307C,22,,22,0,rom_db_override,1,1,
222/1/Dragon Ninja [p1][!].nes,CFB224E6,222,,222,1,rom_db_override,0,1,
222/Dragon Ninja [p1][!].nes,CFB224E6,222,,222,1,rom_db_override,0,1,
224/Mario 98 (SMB1 Hack).nes,52AF5F2F,224,,0,0,rom_db_override,0,1,
224/ZZZ_UNK_MARIO98.nes,52AF5F2F,224,,0,0,rom_db_override,0,1,
225/52 Games (U) [p1].nes,926F07AF,225,,225,,header,0,1,
225/58-in-1 [p1].nes,F84E2912,225,,225,,header,0,1,
225/64-in-1 (J) [p1].nes,542BED56,225,,225,0,rom_db_override,0,1,
225/72-in-1 [p1].nes,8E9AFEF0,225,,225,0,rom_db_override,0,1,
225/72-in-1 [p1][a1].nes,35555479,225,,225,,header,0,1,
226/76-in-1 (U) [p1][!].nes,147733DF,226,,226,,header,0,1,
226/76-in-1 (U) [p1][h1].nes,9AAC6754,226,,226,0,rom_db_override,0,1,
226/Super 42-in-1 [p1][!].nes,C9F92BD9,226,,226,0,rom_db_override,0,1,
227/1200-in-1 (J) [p1].nes,4962C024,227,,242,0,rom_db_override,0,1,
227/ZZZ_UNK_FC12002R.nes,1C185222,227,,227,,header,0,1,
228/Action 52 (E).nes,51C0B27E,228,,228,0,rom_db_override,0,1,
228/Action 52 (U) [!].nes,0C222495,228,,228,0,rom_db_override,0,1,
228/Cheetahmen 2 (U).nes,9AB274AE,228,,228,0,rom_db_override,0,1,
228/ZZZ_UNK_Cheetahmen 2 (Unl) (Bad CHR a42070b8).nes,A42070B8,228,,228,,header,0,1,
229/31-in-1 (J) [p1].nes,78A97FCE,229,,229,0,rom_db_override,0,1,
23/2/Akumajou Special - Boku Dracula Kun (J) [T-Eng].nes,F526B000,23,,23,2,rom_db_override,0,1,
23/3/Getsufuu Maden (J) [T-Eng1.0].nes,FB847D1A,23,,23,3,rom_db_override,0,1,
23/3/Gryzor (J) [T-Eng1.0].nes,AF85B53E,23,,23,3,rom_db_override,0,1,
23/3/Gryzor (J) [T-Eng1.0][a1].nes,C4DCBB18,23,,23,3,rom_db_override,0,1,
23/3/Wai Wai World (J) [T-Eng3.0].nes,1DB4E7FC,23,,23,3,rom_db_override,0,1,
23/Akumajou Special - Boku Dracula Kun (J) [T-Eng].nes,F526B000,23,,23,2,rom_db_override,1,1,
23/Gryzor (J) [T-Eng1.0][a2].nes,90A25FE3,23,,23,,header,0,1,
23/Kaiketsu Yanchamaru 2 - Karakuri Land (J) [hM23].nes,95192148,23,,23,,header,0,1,
23/Moe Pro! - Saikyou Hen (J) [hM23][p1].nes,F5DC3E1B,23,,23,,header,0,1,
230/22-in-1 [p1].nes,03FDEFAD,230,,230,0,rom_db_override,0,1,
231/20-in-1 (Mapper 231) [p1][!].nes,8F4FEC56,231,,231,,header,0,1,
232/1/Super Sports Challenge (Aladdin) (E).nes,A045FE1D,232,,232,1,rom_db_override,0,1,
232/Quattro Adventure (U).nes,B89888C9,232,,232,0,rom_db_override,0,1,
232/Quattro Arcade (U).nes,792070A9,232,,232,0,rom_db_override,0,1,
232/Quattro Sports (Aladdin) (U).nes,62EF6C79,232,,232,,header,0,1,
232/Quattro Sports (U).nes,CCCAF368,232,,232,0,rom_db_override,0,1,
232/Quattro Sports (V3 Plug-Thru Cart) (U).nes,B462718E,232,,232,0,rom_db_override,0,1,
232/Super Sports Challenge (Aladdin) (E).nes,A045FE1D,232,,232,1,rom_db_override,0,1,
232/ZZZ_UNK_Quattro Arcade (U).nes,EF579F1D,232,,232,,header,0,1,
232/ZZZ_UNK_Quattro Sports (V3 Plug-Thru Cart) (U).nes,0526FF0D,232,,232,,header,0,1,
233/Super 42-in-1 [p1][a1].nes,B27414ED,233,,233,0,rom_db_override,0,1,
233/Unknown Multi Cart.nes,549BEAE3,233,,233,,header,0,1,
234/Maxi 15 (A) [!].nes,93484CC9,234,,234,0,rom_db_override,0,1,
234/Maxi 15 (U).nes,2705EAEB,11,,234,0,rom_db_override,0,1,
235/150-in-1 [p1][!].nes,6175B9A0,43,,235,0,rom_db_override,0,1,
24/Akumajou Densetsu (J) [T-Eng1.0].nes,3CD832F8,24,,24,,header,0,1,
24/Akumajyou_Densetsu_(Tr).nes,D4BFC296,24,,24,0,rom_db_override,1,1,
241/Study and Game 32-in-1 [!].nes,ABB2F974,58,,241,0,rom_db_override,0,1,
242/1200-in-1 (J) [p1].nes,4962C024,227,,242,0,rom_db_override,0,1,
243/Mei Nu Quan (Honey Peach).nes,22554861,243,,243,,header,0,1,
243/Poker III 5-in-1 (Sachen) [!].nes,19C1ED51,243,,243,0,rom_db_override,0,1,
243/Poker III 5-in-1 (Sachen) [a1].nes,F56D6D46,243,,243,0,rom_db_override,0,1,
244/Cattou Ninden Teyandee (J) [T-Eng].nes,1356F6A6,244,,244,,header,0,1,
244/Cattou Ninden Teyandee (J) [T-Eng_Partial].nes,50FD4FD6,244,,244,,header,0,1,
245/Dragon Quest (J) [p1].nes,B68266C9,245,,245,,header,0,1,
245/Ying Lie Qun Xia Zhuan (Chinese).nes,98C1CD4B,245,,192,0,rom_db_override,0,1,
245/Yong Zhe Dou E Long - Dragon Quest 5.nes,82A879B7,245,,245,,header,0,1,
245/Yong Zhe Dou E Long - Dragon Quest 7.nes,260D32E0,245,,245,,header,0,1,
246/Fong Shen Bang - Zhu Lu Zhi Zhan.nes,41CF5B6A,246,,246,0,rom_db_override,0,1,
25/Goal!! (J) [p1].nes,D6D2E486,25,,25,,header,1,1,
25/ZZZ_UNK_Bio Miracle Bokutte Upa (Bad CHR ee3224a5).nes,EE3224A5,25,,25,,header,0,1,
251/Super 8-in-1 Fighting.nes,A5D2BC9F,251,,251,,header,0,1,
254/Pikachu Y2K.nes,4C485A5E,254,,254,,header,0,1,
255/110-in-1 [p1].nes,7F7F2821,255,,255,,header,0,1,
255/115-in-1 [p1][!].nes,B39D30B4,255,,255,,header,0,1,
255/115-in-1 [p1][a1].nes,33CA375A,255,,255,,header,0,1,
272/Akumajou Special - Boku Dracula Kun (J) [h1].nes,C6D62814,23,,272,0,rom_db_override,0,1,
3/1/Atlantis no Nazo (J) [hM03][a1].nes,1D31AED1,3,,3,1,rom_db_override,0,1,
3/1/Bakuchu Mondai (Mickey Mousecapade Hack).nes,E8BF92F7,3,,3,1,rom_db_override,0,1,
3/1/Colorful Dragon (Sachen).nes,F283CF58,3,,3,1,rom_db_override,0,1,
3/1/Kanshakudama Nage Kantarou no Toukaidou Gojuusan Tsugi (J) [hM03][a1].nes,45A9C9A7,3,,3,1,rom_db_override,0,1,
3/1/Mari - Ayami - Luka no AV Poker (Pu Nu Jing Ling).nes,B9FD16E1,3,,3,1,rom_db_override,0,1,
3/1/Ninja Jajamaru Kun (J) [hM03][p1].nes,C7D0AF96,3,,3,1,rom_db_override,0,1,
